year,race_num,track,race_name,Length,Surface,finishing_position,start,car_num,driver,manu,points,laps,laps_led,status,team_name,stage_1,stage_2,Rating,race_win,Seg Points,pole_position,qualified_top5,qualified_top10,track_type,is_road_course,is_superspeedway,is_short_track,career_races,career_wins,career_win_pct,career_top5,career_top10,career_avg_finish,races_at_track,wins_at_track,avg_finish_at_track,best_finish_at_track,avg_finish_last_3,avg_finish_last_5,avg_finish_last_10,team_wins_this_season,team_top5_this_season,team_avg_finish_this_season,manu_wins_this_season,manu_win_pct_this_season
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,11,28,29,Parker Kligerman,RAM,33,109,0,running,Brad Keselowski Racing,0,0,57.0,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,12,21,82,Grant Enfinger,Ford,32,109,0,running,Bragg Racing Group,0,0,79.8,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,13,16,15,Dusty Davis,RAM,31,109,0,running,Arrington Racing,0,0,83.9,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,14,12,9,Ron Hornaday Jr.,Chevrolet,30,109,0,running,Joe Denette Motorsports,0,0,92.2,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,1.0,5.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,15,33,39,Ryan Sieg,Chevrolet,29,109,0,running,RSS Racing,0,0,84.9,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,16,35,93,Chris Cockrum,Chevrolet,28,109,0,running,RSS Racing,0,0,37.0,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,15.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,17,3,31,James Buescher,Chevrolet,28,109,10,running,Turner Motorsports,0,0,96.6,0.0,0,0,1,1,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,18,9,22,Joey Coulter,Chevrolet,26,108,0,accident,Richard Childress Racing,0,0,86.2,0.0,0,0,0,1,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,19,14,5,Paulie Harraka,Ford,25,105,0,running,Wauters Motorsports,0,0,52.4,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,20,11,2,Brendan Gaughan,Chevrolet,0,104,0,accident,Eddie Sharp Racing,0,0,88.4,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,1.0,3.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,21,17,81,David Starr,Toyota,23,104,0,accident,Arrington Racing,0,0,50.1,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,13.0,1.0,0.2
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,22,2,30,Nelson Piquet Jr.,Chevrolet,23,104,15,accident,Turner Motorsports,0,0,71.7,0.0,0,0,1,1,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,17.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,23,30,88,Matt Crafton,Toyota,21,104,0,accident,ThorSport Racing,0,0,40.4,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,1.0,0.16666666666666666
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,24,20,13,Johnny Sauter,Toyota,21,104,4,accident,ThorSport Racing,0,0,79.5,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,23.0,1.0,0.14285714285714285
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,25,36,73,Rick Crawford,Chevrolet,19,101,0,accident,Tagsby Racing,0,0,43.8,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,26,29,24,Max Gresham,Chevrolet,18,100,0,accident,Germain Racing,0,0,75.6,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,27,5,19,Brad Keselowski,RAM,0,99,0,accident,Brad Keselowski Racing,0,0,77.9,0.0,0,0,1,1,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,11.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,28,24,08,Ross Chastain,Toyota,17,94,1,accident,SS Green Light Racing,0,0,45.3,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,1.0,0.125
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,29,32,99,Bryan Silas,Ford,16,93,1,accident,T3R2 Racing,0,0,41.1,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,30,1,32,Miguel Paludo,Chevrolet,16,83,56,accident,Turner Motorsports,0,0,104.2,0.0,0,1,1,1,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,19.5,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,31,34,07,T.J. Duke III,Chevrolet,13,62,0,accident,SS Green Light Racing,0,0,36.9,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,28.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,32,7,33,Cale Gale,Chevrolet,12,61,0,accident,Eddie Sharp Racing,0,0,75.3,0.0,0,0,0,1,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,1.0,11.5,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,33,13,8,Mike Skinner,Chevrolet,0,61,0,accident,Eddie Sharp Racing,0,0,58.3,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,1.0,18.333333333333332,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,34,31,60,J.R. Fitzpatrick,Chevrolet,10,61,0,accident,Turn One Racing,0,0,40.3,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,35,18,98,Dakoda Armstrong,Toyota,9,33,0,accident,ThorSport Racing,0,0,41.2,0.0,0,0,0,0,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,23.5,1.0,0.1111111111111111
2012,1,Daytona International Speedway,NextEra Energy Resources 250,2.5,paved,36,6,18,Jason Leffler,Toyota,8,17,0,accident,Kyle Busch Motorsports,0,0,41.5,0.0,0,0,0,1,Superspeedway,0,1,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,1.0,0.1
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,1,1,2,Kevin Harvick,Chevrolet,0,250,248,running,Richard Childress Racing,0,0,150.0,1.0,0,1,1,1,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,13.5,0.0,0.0
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,2,2,3,Ty Dillon,Chevrolet,43,250,2,running,Richard Childress Racing,0,0,121.0,0.0,0,0,1,1,Short Track,0,0,1,1,0.0,0.0,0.0,1.0,9.0,0,0.0,20.0,40.0,9.0,9.0,9.0,1.0,1.0,9.333333333333334,1.0,0.05555555555555555
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,3,9,31,James Buescher,Chevrolet,41,250,0,running,Turner Motorsports,0,0,114.3,0.0,0,0,0,1,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,17.0,0,0.0,20.0,40.0,17.0,17.0,17.0,0.0,0.0,23.0,1.0,0.05263157894736842
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,4,6,6,Justin Lofton,Chevrolet,40,250,0,running,Eddie Sharp Racing,0,0,108.3,0.0,0,0,0,1,Short Track,0,0,1,1,0.0,0.0,1.0,1.0,3.0,0,0.0,20.0,40.0,3.0,3.0,3.0,0.0,1.0,22.0,1.0,0.05
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,5,3,17,Timothy Peters,Toyota,39,250,0,running,Red Horse Racing,0,0,113.6,0.0,0,0,1,1,Short Track,0,0,1,1,0.0,0.0,1.0,1.0,2.0,0,0.0,20.0,40.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,0.09090909090909091
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,6,16,30,Nelson Piquet Jr.,Chevrolet,38,250,0,running,Turner Motorsports,0,0,87.5,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,22.0,0,0.0,20.0,40.0,22.0,22.0,22.0,0.0,1.0,18.0,1.0,0.047619047619047616
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,7,17,08,Ross Chastain,Toyota,37,250,0,running,SS Green Light Racing,0,0,87.9,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,28.0,0,0.0,20.0,40.0,28.0,28.0,28.0,0.0,0.0,29.5,1.0,0.08333333333333333
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,8,12,18,Jason Leffler,Toyota,36,250,0,running,Kyle Busch Motorsports,0,0,90.4,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,36.0,0,0.0,20.0,40.0,36.0,36.0,36.0,0.0,0.0,36.0,1.0,0.07692307692307693
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,9,32,7,John King,Toyota,35,250,0,running,Red Horse Racing,0,0,70.7,0.0,0,0,0,0,Short Track,0,0,1,1,1.0,1.0,1.0,1.0,1.0,0,0.0,20.0,40.0,1.0,1.0,1.0,1.0,3.0,3.5,1.0,0.07142857142857142
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,10,22,23,Jason A. White (Virginia),Ford,34,250,0,running,Joe Denette Motorsports,0,0,65.3,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,1.0,1.0,5.0,0,0.0,20.0,40.0,5.0,5.0,5.0,0.0,1.0,9.5,0.0,0.0
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,11,15,29,Parker Kligerman,RAM,33,250,0,running,Brad Keselowski Racing,0,0,90.2,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,11.0,0,0.0,20.0,40.0,11.0,11.0,11.0,0.0,0.0,19.0,0.0,0.0
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,12,20,60,J.R. Fitzpatrick,Chevrolet,32,250,0,running,Turn One Racing,0,0,54.2,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,34.0,0,0.0,20.0,40.0,34.0,34.0,34.0,0.0,0.0,34.0,1.0,0.045454545454545456
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,13,7,27,Jeb Burton,Chevrolet,31,250,0,running,Hillman Racing,0,0,76.2,0.0,0,0,0,1,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,1.0,0.043478260869565216
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,14,27,81,David Starr,Toyota,30,250,0,running,Arrington Racing,0,0,73.7,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,21.0,0,0.0,20.0,40.0,21.0,21.0,21.0,0.0,0.0,17.0,1.0,0.06666666666666667
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,15,4,33,Cale Gale,Chevrolet,29,250,0,running,Eddie Sharp Racing,0,0,92.5,0.0,0,0,1,1,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,32.0,0,0.0,20.0,40.0,32.0,32.0,32.0,0.0,2.0,18.4,1.0,0.041666666666666664
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,16,5,9,Ron Hornaday Jr.,Chevrolet,28,250,0,running,Joe Denette Motorsports,0,0,80.5,0.0,0,0,1,1,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,14.0,0,0.0,20.0,40.0,14.0,14.0,14.0,0.0,1.0,9.666666666666666,1.0,0.04
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,17,14,32,Miguel Paludo,Chevrolet,27,250,0,running,Turner Motorsports,0,0,76.1,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,30.0,0,0.0,20.0,40.0,30.0,30.0,30.0,0.0,1.0,15.6,1.0,0.038461538461538464
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,18,31,07,Jake Crum,Chevrolet,26,249,0,running,SS Green Light Racing,0,0,46.5,0.0,0,0,0,0,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,22.0,1.0,0.037037037037037035
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,19,26,24,Max Gresham,Chevrolet,25,249,0,running,Germain Racing,0,0,62.4,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,26.0,0,0.0,20.0,40.0,26.0,26.0,26.0,0.0,0.0,26.0,1.0,0.03571428571428571
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,20,25,92,David Reutimann,Chevrolet,0,249,0,running,RBR Enterprises,0,0,55.9,0.0,0,0,0,0,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,1.0,0.034482758620689655
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,21,36,98,Dakoda Armstrong,Toyota,23,248,0,running,ThorSport Racing,0,0,44.2,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,35.0,0,0.0,20.0,40.0,35.0,35.0,35.0,0.0,0.0,27.333333333333332,1.0,0.0625
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,22,18,5,Paulie Harraka,Ford,22,248,0,running,Wauters Motorsports,0,0,60.7,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,19.0,0,0.0,20.0,40.0,19.0,19.0,19.0,0.0,0.0,19.0,0.0,0.0
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,23,30,09,John Wes Townley,Toyota,21,248,0,running,RAB Racing,0,0,43.8,0.0,0,0,0,0,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,1.0,4.0,1.0,0.058823529411764705
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,24,11,88,Matt Crafton,Toyota,20,246,0,running,ThorSport Racing,0,0,72.8,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,23.0,0,0.0,20.0,40.0,23.0,23.0,23.0,0.0,0.0,25.75,1.0,0.05555555555555555
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,25,13,11,Todd Bodine,Toyota,19,246,0,running,Red Horse Racing,0,0,81.3,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,1.0,6.0,0,0.0,20.0,40.0,6.0,6.0,6.0,1.0,3.0,4.6,1.0,0.05263157894736842
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,26,33,99,Bryan Silas,Ford,18,244,0,running,T3R2 Racing,0,0,33.9,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,29.0,0,0.0,20.0,40.0,29.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,27,35,93,Chris Cockrum,Chevrolet,17,241,0,running,RSS Racing,0,0,31.7,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,16.0,0,0.0,20.0,40.0,16.0,16.0,16.0,0.0,0.0,15.5,1.0,0.03333333333333333
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,28,19,14,Brennan Newberry,Chevrolet,16,234,0,accident,NTS Motorsports,0,0,58.2,0.0,0,0,0,0,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,1.0,0.03225806451612903
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,29,8,13,Johnny Sauter,Toyota,15,231,0,running,ThorSport Racing,0,0,88.2,0.0,0,0,0,1,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,24.0,0,0.0,20.0,40.0,24.0,24.0,24.0,0.0,0.0,25.4,1.0,0.05
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,30,21,22,Joey Coulter,Chevrolet,14,228,0,running,Richard Childress Racing,0,0,54.0,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,18.0,0,0.0,20.0,40.0,18.0,18.0,18.0,1.0,2.0,7.5,1.0,0.03125
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,31,29,68,Clay Greenfield,RAM,13,151,0,suspension,Alger Motorsports,0,0,34.3,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,1.0,10.0,0,0.0,20.0,40.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,32,28,39,Ryan Sieg,Chevrolet,12,148,0,oil line,RSS Racing,0,0,44.6,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,15.0,0,0.0,20.0,40.0,15.0,15.0,15.0,0.0,0.0,19.333333333333332,1.0,0.030303030303030304
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,33,24,15,Dusty Davis,Toyota,11,104,0,rear gear,Arrington Racing,0,0,42.8,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,13.0,0,0.0,20.0,40.0,13.0,13.0,13.0,0.0,0.0,16.0,1.0,0.047619047619047616
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,34,34,8,Jennifer Jo Cobb,RAM,10,95,0,suspension,Jennifer Jo Cobb Racing,0,0,25.6,0.0,0,0,0,0,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,35,10,70,Jeff Agnew,Chevrolet,9,90,0,accident,Team 7 Motorsports,0,0,35.0,0.0,0,0,0,1,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,1.0,0.029411764705882353
2012,2,Martinsville Speedway,Kroger 250,0.526,paved,36,23,74,Rick Crawford,Chevrolet,8,6,0,brakes,Mike Harmon Racing,0,0,28.0,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,25.0,0,0.0,20.0,40.0,25.0,25.0,25.0,0.0,0.0,20.0,1.0,0.02857142857142857
2012,3,Rockingham Speedway,Good Sam Roadside Assistance 200 presented by Cheerwine,1.0,paved,1,5,4,Kasey Kahne,Chevrolet,0,200,46,running,Turner Motorsports,0,0,124.9,1.0,0,0,1,1,Speedway,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,1.0,15.833333333333334,1.0,0.027777777777777776
2012,3,Rockingham Speedway,Good Sam Roadside Assistance 200 presented by Cheerwine,1.0,paved,2,16,31,James Buescher,Chevrolet,42,200,0,running,Turner Motorsports,0,0,111.9,0.0,0,0,0,0,Speedway,0,0,0,2,0.0,0.0,1.0,1.0,10.0,0,0.0,20.0,40.0,10.0,10.0,10.0,1.0,2.0,13.714285714285714,2.0,0.05405405405405406
2012,3,Rockingham Speedway,Good Sam Roadside Assistance 200 presented by Cheerwine,1.0,paved,3,8,88,Matt Crafton,Toyota,42,200,40,running,ThorSport Racing,0,0,127.8,0.0,0,0,0,1,Speedway,0,0,0,2,0.0,0.0,0.0,0.0,23.5,0,0.0,20.0,40.0,23.5,23.5,23.5,0.0,0.0,26.0,1.0,0.045454545454545456
2012,3,Rockingham Speedway,Good Sam Roadside Assistance 200 presented by Cheerwine,1.0,paved,4,10,13,Johnny Sauter,Toyota,40,200,0,running,ThorSport Racing,0,0,107.5,0.0,0,0,0,1,Speedway,0,0,0,2,0.0,0.0,0.0,0.0,26.5,0,0.0,20.0,40.0,26.5,26.5,26.5,0.0,1.0,22.714285714285715,1.0,0.043478260869565216
2012,3,Rockingham Speedway,Good Sam Roadside Assistance 200 presented by Cheerwine,1.0,paved,5,3,17,Timothy Peters,Toyota,40,200,7,running,Red Horse Racing,0,0,113.0,0.0,0,0,1,1,Speedway,0,0,0,2,0.0,0.0,2.0,2.0,3.5,0,0.0,20.0,40.0,3.5,3.5,3.5,1.0,3.0,8.0,1.0,0.041666666666666664
